q = 5.999999E+04 [kg/day]
pw = 7.690301E+01 [bar]
p0 = 7.659948E+01 [bar]
WI = 1.976754E+05 [kg/(Bar day)]
T = 9.465371E+12 [mD m]
Distance [m] Pressure [bar]
3.333E+00 7.205E+01
1.000E+01 7.205E+01
1.667E+01 7.205E+01
2.333E+01 7.205E+01
3.000E+01 7.205E+01
3.667E+01 7.205E+01
4.333E+01 7.205E+01
5.000E+01 7.205E+01
5.667E+01 7.205E+01
6.333E+01 7.205E+01
7.000E+01 7.205E+01
7.667E+01 7.205E+01
8.333E+01 7.205E+01
9.000E+01 7.205E+01
9.667E+01 7.205E+01
1.033E+02 7.205E+01
1.100E+02 7.205E+01
1.167E+02 7.205E+01
1.233E+02 7.205E+01
1.300E+02 7.205E+01
1.367E+02 7.205E+01
1.433E+02 7.205E+01
1.500E+02 7.205E+01
1.567E+02 7.205E+01
1.633E+02 7.205E+01
1.700E+02 7.205E+01
1.767E+02 7.205E+01
1.833E+02 7.205E+01
1.900E+02 7.205E+01
1.967E+02 7.205E+01
2.033E+02 7.205E+01
2.100E+02 7.205E+01
2.167E+02 7.205E+01
2.233E+02 7.205E+01
2.300E+02 7.205E+01
2.367E+02 7.205E+01
2.433E+02 7.205E+01
2.500E+02 7.205E+01
2.567E+02 7.205E+01
2.633E+02 7.205E+01
2.700E+02 7.205E+01
2.767E+02 7.205E+01
2.833E+02 7.205E+01
2.900E+02 7.205E+01
2.967E+02 7.205E+01
3.033E+02 7.205E+01
3.100E+02 7.205E+01
3.167E+02 7.205E+01
3.233E+02 7.205E+01
3.300E+02 7.205E+01
3.367E+02 7.205E+01
3.433E+02 7.205E+01
3.500E+02 7.205E+01
3.567E+02 7.205E+01
3.633E+02 7.205E+01
3.700E+02 7.205E+01
3.767E+02 7.205E+01
3.833E+02 7.205E+01
3.900E+02 7.205E+01
3.967E+02 7.205E+01
4.033E+02 7.205E+01
4.100E+02 7.205E+01
4.167E+02 7.205E+01
4.233E+02 7.205E+01
4.300E+02 7.205E+01
4.367E+02 7.205E+01
4.433E+02 7.205E+01
4.500E+02 7.205E+01
4.567E+02 7.205E+01
4.633E+02 7.205E+01
4.700E+02 7.205E+01
4.767E+02 7.205E+01
4.833E+02 7.205E+01
4.900E+02 7.205E+01
4.967E+02 7.205E+01
5.033E+02 7.205E+01
5.100E+02 7.205E+01
5.167E+02 7.205E+01
5.233E+02 7.205E+01
5.300E+02 7.205E+01
5.367E+02 7.205E+01
5.433E+02 7.205E+01
5.500E+02 7.205E+01
5.567E+02 7.205E+01
5.633E+02 7.205E+01
5.700E+02 7.205E+01
5.767E+02 7.205E+01
5.833E+02 7.205E+01
5.900E+02 7.205E+01
5.967E+02 7.205E+01
6.033E+02 7.205E+01
6.100E+02 7.205E+01
6.167E+02 7.205E+01
6.233E+02 7.205E+01
6.300E+02 7.205E+01
6.367E+02 7.205E+01
6.433E+02 7.205E+01
6.500E+02 7.205E+01
6.567E+02 7.205E+01
6.633E+02 7.205E+01
6.700E+02 7.205E+01
6.767E+02 7.205E+01
6.833E+02 7.205E+01
6.900E+02 7.205E+01
6.967E+02 7.205E+01
7.033E+02 7.205E+01
7.100E+02 7.205E+01
7.167E+02 7.205E+01
7.233E+02 7.205E+01
7.300E+02 7.205E+01
7.367E+02 7.205E+01
7.433E+02 7.205E+01
7.500E+02 7.205E+01
7.567E+02 7.205E+01
7.633E+02 7.205E+01
7.700E+02 7.205E+01
7.767E+02 7.205E+01
7.833E+02 7.205E+01
7.900E+02 7.205E+01
7.967E+02 7.205E+01
8.033E+02 7.205E+01
8.100E+02 7.205E+01
8.167E+02 7.205E+01
8.233E+02 7.205E+01
8.300E+02 7.205E+01
8.367E+02 7.205E+01
8.433E+02 7.205E+01
8.500E+02 7.205E+01
8.567E+02 7.205E+01
8.633E+02 7.205E+01
8.700E+02 7.205E+01
8.767E+02 7.205E+01
8.833E+02 7.205E+01
8.900E+02 7.205E+01
8.967E+02 7.205E+01
9.033E+02 7.205E+01
9.100E+02 7.205E+01
9.167E+02 7.205E+01
9.233E+02 7.205E+01
9.300E+02 7.205E+01
9.367E+02 7.205E+01
9.433E+02 7.205E+01
9.500E+02 7.205E+01
9.567E+02 7.205E+01
9.633E+02 7.205E+01
9.700E+02 7.205E+01
9.767E+02 7.205E+01
9.833E+02 7.205E+01
9.900E+02 7.205E+01
9.967E+02 7.205E+01
